text,tags,locale,convoCreatedAt
"""<a class=""tweet-url username"" href=""https://twitter.com/CumbriaWeather"" data-screen-name=""CumbriaWeather"" target=""_blank"" rel=""nofollow"">@CumbriaWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/SWStormChasers"" data-screen-name=""SWStormChasers"" target=""_blank"" rel=""nofollow"">@SWStormChasers</a> <a class=""tweet-url username"" href=""https://twitter.com/LondonSnowWatch"" data-screen-name=""LondonSnowWatch"" target=""_blank"" rel=""nofollow"">@LondonSnowWatch</a> <a class=""tweet-url username"" href=""https://twitter.com/MeteoGib"" data-screen-name=""MeteoGib"" target=""_blank"" rel=""nofollow"">@MeteoGib</a> <a class=""tweet-url username"" href=""https://twitter.com/JoClarke7"" data-screen-name=""JoClarke7"" target=""_blank"" rel=""nofollow"">@JoClarke7</a> <a class=""tweet-url username"" href=""https://twitter.com/Team4Nature300"" data-screen-name=""Team4Nature300"" target=""_blank"" rel=""nofollow"">@Team4Nature300</a> <a class=""tweet-url username"" href=""https://twitter.com/a_real_cloud"" data-screen-name=""a_real_cloud"" target=""_blank"" rel=""nofollow"">@a_real_cloud</a> <a class=""tweet-url username"" href=""https://twitter.com/ChadWeather"" data-screen-name=""ChadWeather"" target=""_blank"" rel=""nofollow"">@ChadWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/UKSnowUpdates"" data-screen-name=""UKSnowUpdates"" target=""_blank"" rel=""nofollow"">@UKSnowUpdates</a> This mornings sunrise, clouds with a few birds sat on the pylons. <a href=""https://t.co/G2OaqobSRh"" target=""_blank"" rel=""nofollow"">https://t.co/G2OaqobSRh</a>""","EN,Fan Luv",en,2018-09-22 7:32:48
"""<a class=""tweet-url username"" href=""https://twitter.com/CumbriaWeather"" data-screen-name=""CumbriaWeather"" target=""_blank"" rel=""nofollow"">@CumbriaWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/SWStormChasers"" data-screen-name=""SWStormChasers"" target=""_blank"" rel=""nofollow"">@SWStormChasers</a> <a class=""tweet-url username"" href=""https://twitter.com/LondonSnowWatch"" data-screen-name=""LondonSnowWatch"" target=""_blank"" rel=""nofollow"">@LondonSnowWatch</a> <a class=""tweet-url username"" href=""https://twitter.com/MeteoGib"" data-screen-name=""MeteoGib"" target=""_blank"" rel=""nofollow"">@MeteoGib</a> <a class=""tweet-url username"" href=""https://twitter.com/JoClarke7"" data-screen-name=""JoClarke7"" target=""_blank"" rel=""nofollow"">@JoClarke7</a> <a class=""tweet-url username"" href=""https://twitter.com/Team4Nature300"" data-screen-name=""Team4Nature300"" target=""_blank"" rel=""nofollow"">@Team4Nature300</a> <a class=""tweet-url username"" href=""https://twitter.com/a_real_cloud"" data-screen-name=""a_real_cloud"" target=""_blank"" rel=""nofollow"">@a_real_cloud</a> <a class=""tweet-url username"" href=""https://twitter.com/ChadWeather"" data-screen-name=""ChadWeather"" target=""_blank"" rel=""nofollow"">@ChadWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/UKSnowUpdates"" data-screen-name=""UKSnowUpdates"" target=""_blank"" rel=""nofollow"">@UKSnowUpdates</a> <a href=""https://t.co/yRrk7MZmG9"" target=""_blank"" title=""https://twitter.com/MikeSliferWX/status/966695058572537857?ref_src=twcamp%5Ecopy%7Ctwsrc%5Eandroid%7Ctwgr%5Ecopy%7Ctwcon%5E7090%7Ctwterm%5E3"" rel=""nofollow""><span class='tco-ellipsis'><span style='position:absolute;left:-9999px;'>&nbsp;</span></span><span style='position:absolute;left:-9999px;'>https://</span><span class='js-display-url'>twitter.com/MikeSliferWX/s</span><span style='position:absolute;left:-9999px;'>tatus/966695058572537857?ref_src=twcamp%5Ecopy%7Ctwsrc%5Eandroid%7Ctwgr%5Ecopy%7Ctwcon%5E7090%7Ctwterm%5E3</span><span class='tco-ellipsis'><span style='position:absolute;left:-9999px;'>&nbsp;</span>…</span></a>""","EN,Fan Luv",en,2018-09-22 7:32:48
"""Due to un-expected circumstances, I will be closing open DMs with the exception of those I follow &amp; follow myself.

If the circumstances escalate, the account will become private

Thank you for following, your RTs &amp; favourites

Please share to the
<a href=""https://twitter.com/#!/search?q=%23Weather"" title=""#Weather"" class=""tweet-url hashtag"" target=""_blank"" rel=""nofollow"">#Weather</a> Community due to nature <a href=""https://t.co/QgJ4al0n6A"" target=""_blank"" rel=""nofollow"">https://t.co/QgJ4al0n6A</a>""","EN,Fan Luv",en,2018-09-22 7:32:48
"""<a href=""https://t.co/G3gZ4nLkSm"" target=""_blank"" title=""https://twitter.com/beagle_lily/status/966730949676421121?ref_src=twcamp%5Ecopy%7Ctwsrc%5Eandroid%7Ctwgr%5Ecopy%7Ctwcon%5E7090%7Ctwterm%5E3"" rel=""nofollow""><span class='tco-ellipsis'><span style='position:absolute;left:-9999px;'>&nbsp;</span></span><span style='position:absolute;left:-9999px;'>https://</span><span class='js-display-url'>twitter.com/beagle_lily/st</span><span style='position:absolute;left:-9999px;'>atus/966730949676421121?ref_src=twcamp%5Ecopy%7Ctwsrc%5Eandroid%7Ctwgr%5Ecopy%7Ctwcon%5E7090%7Ctwterm%5E3</span><span class='tco-ellipsis'><span style='position:absolute;left:-9999px;'>&nbsp;</span>…</span></a>""","EN,Fan Luv",en,2018-09-22 7:32:48
"""<a href=""https://t.co/D3jWGd1MSo"" target=""_blank"" title=""https://twitter.com/Sarcoma_UK/status/966705196574433284?ref_src=twcamp%5Ecopy%7Ctwsrc%5Eandroid%7Ctwgr%5Ecopy%7Ctwcon%5E7090%7Ctwterm%5E3"" rel=""nofollow""><span class='tco-ellipsis'><span style='position:absolute;left:-9999px;'>&nbsp;</span></span><span style='position:absolute;left:-9999px;'>https://</span><span class='js-display-url'>twitter.com/Sarcoma_UK/sta</span><span style='position:absolute;left:-9999px;'>tus/966705196574433284?ref_src=twcamp%5Ecopy%7Ctwsrc%5Eandroid%7Ctwgr%5Ecopy%7Ctwcon%5E7090%7Ctwterm%5E3</span><span class='tco-ellipsis'><span style='position:absolute;left:-9999px;'>&nbsp;</span>…</span></a>""","EN,Fan Luv",en,2018-09-22 7:32:48
"""Beautiful clouds
Photos taken on 21/02.
1st photo, just prior to sunrise.
2nd photo, just prior to sunset.

<a class=""tweet-url username"" href=""https://twitter.com/luketaplin42"" data-screen-name=""luketaplin42"" target=""_blank"" rel=""nofollow"">@luketaplin42</a> <a class=""tweet-url username"" href=""https://twitter.com/EarthandClouds"" data-screen-name=""EarthandClouds"" target=""_blank"" rel=""nofollow"">@EarthandClouds</a> <a href=""https://t.co/vSWJknVHan"" target=""_blank"" rel=""nofollow"">https://t.co/vSWJknVHan</a>""","EN,Fan Luv",en,2018-09-22 7:32:48
"""<a href=""https://twitter.com/#!/search?q=%23LoveYourPetDay"" title=""#LoveYourPetDay"" class=""tweet-url hashtag"" target=""_blank"" rel=""nofollow"">#LoveYourPetDay</a>

<a href=""https://t.co/E5ex4EwwiG"" target=""_blank"" title=""https://twitter.com/CindyAnneMunro/status/965910087826100226?ref_src=twcamp%5Ecopy%7Ctwsrc%5Eandroid%7Ctwgr%5Ecopy%7Ctwcon%5E7090%7Ctwterm%5E3"" rel=""nofollow""><span class='tco-ellipsis'><span style='position:absolute;left:-9999px;'>&nbsp;</span></span><span style='position:absolute;left:-9999px;'>https://</span><span class='js-display-url'>twitter.com/CindyAnneMunro</span><span style='position:absolute;left:-9999px;'>/status/965910087826100226?ref_src=twcamp%5Ecopy%7Ctwsrc%5Eandroid%7Ctwgr%5Ecopy%7Ctwcon%5E7090%7Ctwterm%5E3</span><span class='tco-ellipsis'><span style='position:absolute;left:-9999px;'>&nbsp;</span>…</span></a>""","EN,Fan Luv",en,2018-09-22 7:32:48
"""<a class=""tweet-url username"" href=""https://twitter.com/EarthandClouds"" data-screen-name=""EarthandClouds"" target=""_blank"" rel=""nofollow"">@EarthandClouds</a> <a class=""tweet-url username"" href=""https://twitter.com/luketaplin42"" data-screen-name=""luketaplin42"" target=""_blank"" rel=""nofollow"">@luketaplin42</a> <a class=""tweet-url username"" href=""https://twitter.com/LondonSnowWatch"" data-screen-name=""LondonSnowWatch"" target=""_blank"" rel=""nofollow"">@LondonSnowWatch</a> <a class=""tweet-url username"" href=""https://twitter.com/CumbriaWeather"" data-screen-name=""CumbriaWeather"" target=""_blank"" rel=""nofollow"">@CumbriaWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/SWStormChasers"" data-screen-name=""SWStormChasers"" target=""_blank"" rel=""nofollow"">@SWStormChasers</a> <a class=""tweet-url username"" href=""https://twitter.com/JoClarke7"" data-screen-name=""JoClarke7"" target=""_blank"" rel=""nofollow"">@JoClarke7</a> <a class=""tweet-url username"" href=""https://twitter.com/MeteoGib"" data-screen-name=""MeteoGib"" target=""_blank"" rel=""nofollow"">@MeteoGib</a> <a class=""tweet-url username"" href=""https://twitter.com/a_real_cloud"" data-screen-name=""a_real_cloud"" target=""_blank"" rel=""nofollow"">@a_real_cloud</a> <a class=""tweet-url username"" href=""https://twitter.com/RMetS"" data-screen-name=""RMetS"" target=""_blank"" rel=""nofollow"">@RMetS</a> <a class=""tweet-url username"" href=""https://twitter.com/CloudAppSoc"" data-screen-name=""CloudAppSoc"" target=""_blank"" rel=""nofollow"">@CloudAppSoc</a> <a class=""tweet-url username"" href=""https://twitter.com/Netweather"" data-screen-name=""Netweather"" target=""_blank"" rel=""nofollow"">@Netweather</a> <a class=""tweet-url username"" href=""https://twitter.com/metoffice"" data-screen-name=""metoffice"" target=""_blank"" rel=""nofollow"">@metoffice</a> Lily has been a massive part of my life for shy of a year. She's nearly two. Pedigree beagle, of working 'stock' bloodline, with numerous health issues &amp; born on a puppy farm. She's now a happy,calm, trained &amp; is a brave little girl.She's more than a pet.
<a href=""https://twitter.com/#!/search?q=%23NationalLoveYourPetDay"" title=""#NationalLoveYourPetDay"" class=""tweet-url hashtag"" target=""_blank"" rel=""nofollow"">#NationalLoveYourPetDay</a> <a href=""https://t.co/2Pm7w2rysV"" target=""_blank"" rel=""nofollow"">https://t.co/2Pm7w2rysV</a>""","EN,Fan Luv",en,2018-09-22 7:32:48
"""<a class=""tweet-url username"" href=""https://twitter.com/EarthandClouds"" data-screen-name=""EarthandClouds"" target=""_blank"" rel=""nofollow"">@EarthandClouds</a> <a class=""tweet-url username"" href=""https://twitter.com/luketaplin42"" data-screen-name=""luketaplin42"" target=""_blank"" rel=""nofollow"">@luketaplin42</a> <a class=""tweet-url username"" href=""https://twitter.com/LondonSnowWatch"" data-screen-name=""LondonSnowWatch"" target=""_blank"" rel=""nofollow"">@LondonSnowWatch</a> <a class=""tweet-url username"" href=""https://twitter.com/CumbriaWeather"" data-screen-name=""CumbriaWeather"" target=""_blank"" rel=""nofollow"">@CumbriaWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/SWStormChasers"" data-screen-name=""SWStormChasers"" target=""_blank"" rel=""nofollow"">@SWStormChasers</a> <a class=""tweet-url username"" href=""https://twitter.com/JoClarke7"" data-screen-name=""JoClarke7"" target=""_blank"" rel=""nofollow"">@JoClarke7</a> <a class=""tweet-url username"" href=""https://twitter.com/MeteoGib"" data-screen-name=""MeteoGib"" target=""_blank"" rel=""nofollow"">@MeteoGib</a> <a class=""tweet-url username"" href=""https://twitter.com/a_real_cloud"" data-screen-name=""a_real_cloud"" target=""_blank"" rel=""nofollow"">@a_real_cloud</a> <a class=""tweet-url username"" href=""https://twitter.com/RMetS"" data-screen-name=""RMetS"" target=""_blank"" rel=""nofollow"">@RMetS</a> <a class=""tweet-url username"" href=""https://twitter.com/CloudAppSoc"" data-screen-name=""CloudAppSoc"" target=""_blank"" rel=""nofollow"">@CloudAppSoc</a> <a class=""tweet-url username"" href=""https://twitter.com/Netweather"" data-screen-name=""Netweather"" target=""_blank"" rel=""nofollow"">@Netweather</a> <a class=""tweet-url username"" href=""https://twitter.com/metoffice"" data-screen-name=""metoffice"" target=""_blank"" rel=""nofollow"">@metoffice</a> <a href=""https://twitter.com/#!/search?q=%23SundayMorning"" title=""#SundayMorning"" class=""tweet-url hashtag"" target=""_blank"" rel=""nofollow"">#SundayMorning</a> Clouds, sun and blue sky.

Have a good day all 🙂 <a href=""https://t.co/7Rhl68wC5G"" target=""_blank"" rel=""nofollow"">https://t.co/7Rhl68wC5G</a>""","EN,Fan Luv",en,2018-09-22 7:32:48
"""<a class=""tweet-url username"" href=""https://twitter.com/EarthandClouds"" data-screen-name=""EarthandClouds"" target=""_blank"" rel=""nofollow"">@EarthandClouds</a> <a class=""tweet-url username"" href=""https://twitter.com/luketaplin42"" data-screen-name=""luketaplin42"" target=""_blank"" rel=""nofollow"">@luketaplin42</a> <a class=""tweet-url username"" href=""https://twitter.com/LondonSnowWatch"" data-screen-name=""LondonSnowWatch"" target=""_blank"" rel=""nofollow"">@LondonSnowWatch</a> <a class=""tweet-url username"" href=""https://twitter.com/CumbriaWeather"" data-screen-name=""CumbriaWeather"" target=""_blank"" rel=""nofollow"">@CumbriaWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/SWStormChasers"" data-screen-name=""SWStormChasers"" target=""_blank"" rel=""nofollow"">@SWStormChasers</a> <a class=""tweet-url username"" href=""https://twitter.com/JoClarke7"" data-screen-name=""JoClarke7"" target=""_blank"" rel=""nofollow"">@JoClarke7</a> <a class=""tweet-url username"" href=""https://twitter.com/MeteoGib"" data-screen-name=""MeteoGib"" target=""_blank"" rel=""nofollow"">@MeteoGib</a> <a class=""tweet-url username"" href=""https://twitter.com/a_real_cloud"" data-screen-name=""a_real_cloud"" target=""_blank"" rel=""nofollow"">@a_real_cloud</a> <a class=""tweet-url username"" href=""https://twitter.com/RMetS"" data-screen-name=""RMetS"" target=""_blank"" rel=""nofollow"">@RMetS</a> <a class=""tweet-url username"" href=""https://twitter.com/CloudAppSoc"" data-screen-name=""CloudAppSoc"" target=""_blank"" rel=""nofollow"">@CloudAppSoc</a> <a class=""tweet-url username"" href=""https://twitter.com/Netweather"" data-screen-name=""Netweather"" target=""_blank"" rel=""nofollow"">@Netweather</a> <a class=""tweet-url username"" href=""https://twitter.com/metoffice"" data-screen-name=""metoffice"" target=""_blank"" rel=""nofollow"">@metoffice</a> Today's beautiful clouds, blue skies and sun.

2/2 <a href=""https://t.co/0fqgOamOUc"" target=""_blank"" rel=""nofollow"">https://t.co/0fqgOamOUc</a>""","EN,Fan Luv",en,2018-09-22 7:32:48
"""<a class=""tweet-url username"" href=""https://twitter.com/EarthandClouds"" data-screen-name=""EarthandClouds"" target=""_blank"" rel=""nofollow"">@EarthandClouds</a> <a class=""tweet-url username"" href=""https://twitter.com/luketaplin42"" data-screen-name=""luketaplin42"" target=""_blank"" rel=""nofollow"">@luketaplin42</a> <a class=""tweet-url username"" href=""https://twitter.com/LondonSnowWatch"" data-screen-name=""LondonSnowWatch"" target=""_blank"" rel=""nofollow"">@LondonSnowWatch</a> <a class=""tweet-url username"" href=""https://twitter.com/CumbriaWeather"" data-screen-name=""CumbriaWeather"" target=""_blank"" rel=""nofollow"">@CumbriaWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/SWStormChasers"" data-screen-name=""SWStormChasers"" target=""_blank"" rel=""nofollow"">@SWStormChasers</a> <a class=""tweet-url username"" href=""https://twitter.com/JoClarke7"" data-screen-name=""JoClarke7"" target=""_blank"" rel=""nofollow"">@JoClarke7</a> <a class=""tweet-url username"" href=""https://twitter.com/MeteoGib"" data-screen-name=""MeteoGib"" target=""_blank"" rel=""nofollow"">@MeteoGib</a> <a class=""tweet-url username"" href=""https://twitter.com/a_real_cloud"" data-screen-name=""a_real_cloud"" target=""_blank"" rel=""nofollow"">@a_real_cloud</a> <a class=""tweet-url username"" href=""https://twitter.com/RMetS"" data-screen-name=""RMetS"" target=""_blank"" rel=""nofollow"">@RMetS</a> <a class=""tweet-url username"" href=""https://twitter.com/CloudAppSoc"" data-screen-name=""CloudAppSoc"" target=""_blank"" rel=""nofollow"">@CloudAppSoc</a> <a class=""tweet-url username"" href=""https://twitter.com/Netweather"" data-screen-name=""Netweather"" target=""_blank"" rel=""nofollow"">@Netweather</a> <a class=""tweet-url username"" href=""https://twitter.com/metoffice"" data-screen-name=""metoffice"" target=""_blank"" rel=""nofollow"">@metoffice</a> ( Meant to read: Today's beautiful clouds, blue skies and sun)""","EN,Fan Luv",en,2018-09-22 7:32:48
"""Today's beautiful clouds, blue skies a bad sun
1/2

<a class=""tweet-url username"" href=""https://twitter.com/EarthandClouds"" data-screen-name=""EarthandClouds"" target=""_blank"" rel=""nofollow"">@EarthandClouds</a> <a class=""tweet-url username"" href=""https://twitter.com/luketaplin42"" data-screen-name=""luketaplin42"" target=""_blank"" rel=""nofollow"">@luketaplin42</a> <a href=""https://t.co/izc9CqldjI"" target=""_blank"" rel=""nofollow"">https://t.co/izc9CqldjI</a>""","EN,Fan Luv",en,2018-09-22 7:32:48
"""<a class=""tweet-url username"" href=""https://twitter.com/beagle_lily"" data-screen-name=""beagle_lily"" target=""_blank"" rel=""nofollow"">@beagle_lily</a> <a class=""tweet-url username"" href=""https://twitter.com/Team4Nature300"" data-screen-name=""Team4Nature300"" target=""_blank"" rel=""nofollow"">@Team4Nature300</a> <a class=""tweet-url username"" href=""https://twitter.com/Natures_Voice"" data-screen-name=""Natures_Voice"" target=""_blank"" rel=""nofollow"">@Natures_Voice</a> <a class=""tweet-url username"" href=""https://twitter.com/BirdLife_News"" data-screen-name=""BirdLife_News"" target=""_blank"" rel=""nofollow"">@BirdLife_News</a> <a class=""tweet-url username"" href=""https://twitter.com/RareBirdAlertUK"" data-screen-name=""RareBirdAlertUK"" target=""_blank"" rel=""nofollow"">@RareBirdAlertUK</a> 

<a href=""https://t.co/72ITR1QUqO"" target=""_blank"" title=""https://twitter.com/ChrisGPackham/status/964202934337703937?ref_src=twcamp%5Ecopy%7Ctwsrc%5Eandroid%7Ctwgr%5Ecopy%7Ctwcon%5E7090%7Ctwterm%5E3"" rel=""nofollow""><span class='tco-ellipsis'><span style='position:absolute;left:-9999px;'>&nbsp;</span></span><span style='position:absolute;left:-9999px;'>https://</span><span class='js-display-url'>twitter.com/ChrisGPackham/</span><span style='position:absolute;left:-9999px;'>status/964202934337703937?ref_src=twcamp%5Ecopy%7Ctwsrc%5Eandroid%7Ctwgr%5Ecopy%7Ctwcon%5E7090%7Ctwterm%5E3</span><span class='tco-ellipsis'><span style='position:absolute;left:-9999px;'>&nbsp;</span>…</span></a>""","EN,Fan Luv",en,2018-09-22 7:32:48
